ProjectName :CCSES-CT-Universe,,,
,,,
FileType,Total Files Count,Total Lines Count,
1085,NP.BP1400.ANNUAL.NCP.jcl,19,CCSES-CT-Universe
1086,NP.BP1400.jcl,17,CCSES-CT-Universe
1087,NP.BP1400.QUARTER.jcl,21,CCSES-CT-Universe
1088,NP.BP2010.jcl,39,CCSES-CT-Universe
1089,NP.BP2205.jcl,15,CCSES-CT-Universe
1090,NP.BP2400.jcl,19,CCSES-CT-Universe
1091,NP.BP2700.jcl,10,CCSES-CT-Universe
1092,NP.BP3000.jcl,14,CCSES-CT-Universe
1093,NP.BP3050.jcl,16,CCSES-CT-Universe
1094,NP.BP4010.jcl,8,CCSES-CT-Universe
1095,NP.BP5000.jcl,12,CCSES-CT-Universe
1096,NP.BP5030.jcl,10,CCSES-CT-Universe
1097,NP.BP5100.jcl,10,CCSES-CT-Universe
1098,NP.BP6000.jcl,36,CCSES-CT-Universe
1099,NP.BP6050.jcl,12,CCSES-CT-Universe
1100,NP.BP6100.jcl,23,CCSES-CT-Universe
1101,NP.BP6500.jcl,17,CCSES-CT-Universe
1102,NP.BP6600.jcl,19,CCSES-CT-Universe
1103,NP.BUILD.INDEXES.jcl,8,CCSES-CT-Universe
1104,NP.CB2000.jcl,8,CCSES-CT-Universe
1105,NP.CB3000.jcl,8,CCSES-CT-Universe
1106,NP.CB9010.AG1.jcl,14,CCSES-CT-Universe
1107,NP.CB9010.AG2.jcl,11,CCSES-CT-Universe
1108,NP.CB9010.AG3.jcl,11,CCSES-CT-Universe
1109,NP.CB9010.AG4.jcl,11,CCSES-CT-Universe
1110,NP.CB9011.AG1.jcl,11,CCSES-CT-Universe
1111,NP.CB9011.jcl,12,CCSES-CT-Universe
1112,NP.CB9020.AG1.jcl,11,CCSES-CT-Universe
1113,NP.CB9100.jcl,12,CCSES-CT-Universe
1114,NP.CB9200.jcl,12,CCSES-CT-Universe
1115,NP.CHECK.DISKS.jcl,7,CCSES-CT-Universe
1116,NP.CHECK.IVA.AUS.jcl,8,CCSES-CT-Universe
1117,NP.CHK.FLEET.jcl,10,CCSES-CT-Universe
1118,NP.CHK.jcl,10,CCSES-CT-Universe
1119,NP.CHK125.jcl,31,CCSES-CT-Universe
1120,NP.CHK200.jcl,13,CCSES-CT-Universe
1121,NP.CHK210.jcl,15,CCSES-CT-Universe
1122,NP.CHK220.jcl,13,CCSES-CT-Universe
1123,NP.CHK240.jcl,58,CCSES-CT-Universe
1124,NP.CHK250.jcl,15,CCSES-CT-Universe
1125,NP.CHK300.jcl,14,CCSES-CT-Universe
1126,NP.CHK301.jcl,21,CCSES-CT-Universe
1127,NP.CHK310.jcl,20,CCSES-CT-Universe
1128,NP.CHK500.jcl,47,CCSES-CT-Universe
1129,NP.CHK590.jcl,13,CCSES-CT-Universe
1130,NP.CHK594.jcl,15,CCSES-CT-Universe
1131,NP.CHK595.jcl,13,CCSES-CT-Universe
1132,NP.CHK596.jcl,15,CCSES-CT-Universe
1133,NP.CK2000.jcl,12,CCSES-CT-Universe
1134,NP.CK6000.jcl,23,CCSES-CT-Universe
1135,NP.CK6130.jcl,10,CCSES-CT-Universe
1136,NP.CLEAR.VRSW.jcl,9,CCSES-CT-Universe
1137,NP.COMPARE.HDRS.jcl,9,CCSES-CT-Universe
1138,NP.CREATE.XML.REPORTS.jcl,8,CCSES-CT-Universe
1139,NP.CREDIT.BUREAU.jcl,22,CCSES-CT-Universe
1140,NP.CREDIT.BUREAU.RERUN.jcl,6,CCSES-CT-Universe
1141,NP.CSENET.IN.jcl,11,CCSES-CT-Universe
1142,NP.CSENET.jcl,17,CCSES-CT-Universe
1143,NP.CSENET.OUT.jcl,11,CCSES-CT-Universe
1144,NP.CSTAGY.jcl,22,CCSES-CT-Universe
1145,NP.CT.BC.UNBAL.CA.EOM.jcl,15,CCSES-CT-Universe
1146,NP.CV.WA.CREATE.jcl,7,CCSES-CT-Universe
1147,NP.DIST.RERUN.jcl,3,CCSES-CT-Universe
1148,NP.DISTRIBUTION.FIRST.jcl,15,CCSES-CT-Universe
1149,NP.DISTRIBUTION.SECOND.jcl,19,CCSES-CT-Universe
1150,NP.DPH.PROCESS.jcl,30,CCSES-CT-Universe
1151,NP.DRIVER.jcl,8,CCSES-CT-Universe
1152,NP.DS2501.jcl,9,CCSES-CT-Universe
1153,NP.DSB011.jcl,22,CCSES-CT-Universe
1154,NP.DSB020.jcl,10,CCSES-CT-Universe
1155,NP.DSB030.1.jcl,12,CCSES-CT-Universe
1156,NP.DSB030.2.jcl,10,CCSES-CT-Universe
1157,NP.DSB040.jcl,11,CCSES-CT-Universe
1158,NP.DSB200.jcl,17,CCSES-CT-Universe
1159,NP.DSB220.jcl,14,CCSES-CT-Universe
1160,NP.DSB225.jcl,13,CCSES-CT-Universe
1161,NP.DSB230.jcl,16,CCSES-CT-Universe
1162,NP.DSB230.SP.jcl,16,CCSES-CT-Universe
1163,NP.DSB250.jcl,17,CCSES-CT-Universe
1164,NP.DSB260.jcl,17,CCSES-CT-Universe
1165,NP.DSB270.jcl,16,CCSES-CT-Universe
1166,NP.DSB290.jcl,14,CCSES-CT-Universe
1167,NP.DURING.BACKUPS.jcl,9,CCSES-CT-Universe
1168,NP.END.DIARIES.jcl,9,CCSES-CT-Universe
1169,NP.FD2010.jcl,11,CCSES-CT-Universe
1170,NP.FED.COLLECTION.jcl,13,CCSES-CT-Universe
1171,NP.FG1000.jcl,15,CCSES-CT-Universe
1172,NP.FIND.BAD.AU.jcl,27,CCSES-CT-Universe
1173,NP.FIND.FORMS.EXIST.jcl,9,CCSES-CT-Universe
1174,NP.FPLS.RERUN.jcl,10,CCSES-CT-Universe
1175,NP.ICR.REPORTS.jcl,28,CCSES-CT-Universe
1176,NP.IF2010.SP.jcl,11,CCSES-CT-Universe
1177,NP.IF2020.jcl,10,CCSES-CT-Universe
1178,NP.IF2100.jcl,15,CCSES-CT-Universe
1179,NP.IF2400.jcl,31,CCSES-CT-Universe
1180,NP.IF2500.jcl,9,CCSES-CT-Universe
1181,NP.IF2510.GROUP.jcl,13,CCSES-CT-Universe
1182,NP.IF2510.jcl,13,CCSES-CT-Universe
1183,NP.IF2515.jcl,9,CCSES-CT-Universe
1184,NP.IF2650.jcl,24,CCSES-CT-Universe
1185,NP.IF2675.jcl,13,CCSES-CT-Universe
1186,NP.IF2700.jcl,16,CCSES-CT-Universe
1187,NP.IF3010.jcl,9,CCSES-CT-Universe
1188,NP.IF3100.jcl,8,CCSES-CT-Universe
1189,NP.IF3115.jcl,9,CCSES-CT-Universe
1190,NP.IF3160.jcl,8,CCSES-CT-Universe
1191,NP.IF3170.jcl,22,CCSES-CT-Universe
1192,NP.IF3172.jcl,25,CCSES-CT-Universe
1193,NP.IF3212.jcl,10,CCSES-CT-Universe
1194,NP.IF3300.jcl,15,CCSES-CT-Universe
1195,NP.IF3400.jcl,13,CCSES-CT-Universe
1196,NP.IF3500.jcl,9,CCSES-CT-Universe
1197,NP.IF3550.jcl,8,CCSES-CT-Universe
1198,NP.IF3575.jcl,9,CCSES-CT-Universe
1199,NP.IF3800.jcl,14,CCSES-CT-Universe
1200,NP.IF3804.jcl,12,CCSES-CT-Universe
1201,NP.IF3850.jcl,12,CCSES-CT-Universe
1202,NP.IF3900.jcl,9,CCSES-CT-Universe
1203,NP.IF3910.jcl,14,CCSES-CT-Universe
1204,NP.IF3920.jcl,14,CCSES-CT-Universe
1205,NP.IF3940.jcl,12,CCSES-CT-Universe
1206,NP.IF3970.jcl,11,CCSES-CT-Universe
1207,NP.IF4000.jcl,16,CCSES-CT-Universe
1208,NP.IF4001.jcl,10,CCSES-CT-Universe
1209,NP.IF4003.jcl,41,CCSES-CT-Universe
1210,NP.IF4100.jcl,9,CCSES-CT-Universe
1211,NP.IF5210.jcl,17,CCSES-CT-Universe
1212,NP.IF5212.jcl,14,CCSES-CT-Universe
1213,NP.IF9000.DAILY.RERUN.jcl,22,CCSES-CT-Universe
1214,NP.IF9000.DAILY.SP.jcl,21,CCSES-CT-Universe
1215,NP.IF9000.MONTHLY.jcl,23,CCSES-CT-Universe
1216,NP.IF9002.DAILY.jcl,33,CCSES-CT-Universe
1217,NP.IF9002.MONTHLY.jcl,28,CCSES-CT-Universe
1218,NP.IF9010.RERUN.jcl,14,CCSES-CT-Universe
1219,NP.IF9010.SPEC.jcl,14,CCSES-CT-Universe
1220,NP.IF9011.jcl,12,CCSES-CT-Universe
1221,NP.IF9040.NH1.jcl,19,CCSES-CT-Universe
1222,NP.IF9040.NH2.jcl,19,CCSES-CT-Universe
1223,NP.IF9040.NH3.jcl,19,CCSES-CT-Universe
1224,NP.IF9040.NH4.jcl,19,CCSES-CT-Universe
1225,NP.IF9040.NH5.jcl,19,CCSES-CT-Universe
1226,NP.IF9040.SP.jcl,17,CCSES-CT-Universe
1227,NP.IF9050.jcl,14,CCSES-CT-Universe
1228,NP.IF9100.FPLS.jcl,24,CCSES-CT-Universe
1229,NP.IF9100.GROUP.jcl,106,CCSES-CT-Universe
1230,NP.IF9100.jcl,102,CCSES-CT-Universe
1231,NP.IF9100.NIGHTLY.jcl,97,CCSES-CT-Universe
1232,NP.IF9100.RESTART.jcl,101,CCSES-CT-Universe
1233,NP.IF9100.SP.jcl,21,CCSES-CT-Universe
1234,NP.IF9100.WEEKLY.2.jcl,95,CCSES-CT-Universe
1235,NP.IF9100.WEEKLY.jcl,90,CCSES-CT-Universe
1236,NP.IF9150.2.jcl,16,CCSES-CT-Universe
1237,NP.IF9150.FULL.jcl,14,CCSES-CT-Universe
1238,NP.IF9150.jcl,16,CCSES-CT-Universe
1239,NP.IF9150.WEEKLY.jcl,16,CCSES-CT-Universe
1240,NP.IF9150.WEEKLY.RERUN.jcl,14,CCSES-CT-Universe
1241,NP.IF9160.jcl,14,CCSES-CT-Universe
1242,NP.IF9170.2.jcl,14,CCSES-CT-Universe
1243,NP.IF9170.3.jcl,14,CCSES-CT-Universe
1244,NP.IF9170.4.jcl,14,CCSES-CT-Universe
1245,NP.IF9170.jcl,13,CCSES-CT-Universe
1246,NP.IF9170.SECOND.jcl,14,CCSES-CT-Universe
1247,NP.IF9171.jcl,13,CCSES-CT-Universe
1248,NP.IF9171.NIGHTLY.jcl,24,CCSES-CT-Universe
1249,NP.IF9171.WEEKEND.jcl,18,CCSES-CT-Universe
1250,NP.IF9175.jcl,16,CCSES-CT-Universe
1251,NP.IF9175.SECOND.jcl,12,CCSES-CT-Universe
1252,NP.IF9175.TEST.jcl,12,CCSES-CT-Universe
1253,NP.IF9176.jcl,21,CCSES-CT-Universe
1254,NP.IF9200.jcl,8,CCSES-CT-Universe
1255,NP.IF9210.jcl,11,CCSES-CT-Universe
1256,NP.IF9300.jcl,15,CCSES-CT-Universe
1257,NP.IF9300.LOAD.jcl,12,CCSES-CT-Universe
1258,NP.IF9300.TAPE.jcl,23,CCSES-CT-Universe
1259,NP.IF9500.CONTROL.jcl,11,CCSES-CT-Universe
1260,NP.IF9500.jcl,11,CCSES-CT-Universe
1261,NP.IF9500.SP.jcl,11,CCSES-CT-Universe
1262,NP.IF9500.SPECIAL.jcl,13,CCSES-CT-Universe
1263,NP.IF9600.jcl,11,CCSES-CT-Universe
1264,NP.IF9850.DOIT.jcl,9,CCSES-CT-Universe
1265,NP.IF9850.INITIAL.jcl,9,CCSES-CT-Universe
1266,NP.IF9850.NIGHTLY.jcl,19,CCSES-CT-Universe
1267,NP.IF9850.SP.jcl,10,CCSES-CT-Universe
1268,NP.INTERFACE.FIRST.jcl,4,CCSES-CT-Universe
1269,NP.INTERFACE.jcl,8,CCSES-CT-Universe
1270,NP.IR1021.jcl,14,CCSES-CT-Universe
1271,NP.IR1022.jcl,13,CCSES-CT-Universe
1272,NP.IR2001.AFDC.jcl,11,CCSES-CT-Universe
1273,NP.IR2001.NAFDC.jcl,11,CCSES-CT-Universe
1274,NP.IR2002.jcl,10,CCSES-CT-Universe
1275,NP.IR2011.AFDC.jcl,10,CCSES-CT-Universe
1276,NP.IR2011.NAFDC.jcl,10,CCSES-CT-Universe
1277,NP.IR2012.jcl,9,CCSES-CT-Universe
1278,NP.IR3000.jcl,11,CCSES-CT-Universe
1279,NP.IR3001.AFDC.jcl,11,CCSES-CT-Universe
1280,NP.IR3001.jcl,10,CCSES-CT-Universe
1281,NP.IR3001.NAFDC.jcl,11,CCSES-CT-Universe
1282,NP.IR3001.NTANF.jcl,10,CCSES-CT-Universe
1283,NP.IR3001.TANF.jcl,10,CCSES-CT-Universe
1284,NP.IR3002.jcl,10,CCSES-CT-Universe
1285,NP.IR3011.jcl,10,CCSES-CT-Universe
1286,NP.IR3011.NTANF.jcl,10,CCSES-CT-Universe
1287,NP.IR3011.SP.jcl,10,CCSES-CT-Universe
1288,NP.IR3011.TANF.jcl,10,CCSES-CT-Universe
1289,NP.IR3999.jcl,9,CCSES-CT-Universe
1290,NP.IR5000.jcl,9,CCSES-CT-Universe
1291,NP.IR5000.SP.jcl,9,CCSES-CT-Universe
1292,NP.IR6000.jcl,12,CCSES-CT-Universe
1293,NP.IR9100.AFDC.jcl,14,CCSES-CT-Universe
1294,NP.IR9100.NAFDC.jcl,14,CCSES-CT-Universe
1295,NP.IR9100.SAMPLE.jcl,14,CCSES-CT-Universe
1296,NP.IR9100.TAPE.AFDC.jcl,18,CCSES-CT-Universe
1297,NP.IR9100.TAPE.NAFDC.jcl,18,CCSES-CT-Universe
1298,NP.IR9200.jcl,14,CCSES-CT-Universe
1299,NP.IR9300.jcl,11,CCSES-CT-Universe
1300,NP.IR9310.jcl,10,CCSES-CT-Universe
1301,NP.IR9500.jcl,15,CCSES-CT-Universe
1302,NP.IR9600.jcl,14,CCSES-CT-Universe
1303,NP.IR9999.jcl,15,CCSES-CT-Universe
1304,NP.IRS.2.jcl,5,CCSES-CT-Universe
1305,NP.IRS.COLLECTION.jcl,15,CCSES-CT-Universe
1306,NP.IRS.EDIT.jcl,10,CCSES-CT-Universe
1307,NP.IRS.jcl,65,CCSES-CT-Universe
1308,NP.IRS.ONETIME.jcl,52,CCSES-CT-Universe
1309,NP.IRS.RECON.jcl,19,CCSES-CT-Universe
1310,NP.IRS.SP.jcl,8,CCSES-CT-Universe
1311,NP.IRS.SUBMISSION.jcl,17,CCSES-CT-Universe
1312,NP.LEDGER.SPECIAL.1.jcl,22,CCSES-CT-Universe
1313,NP.LEDGER.SPECIAL.2.jcl,19,CCSES-CT-Universe
1314,NP.LGR.jcl,13,CCSES-CT-Universe
1315,NP.LGR020.jcl,9,CCSES-CT-Universe
1316,NP.LGR020.SP.jcl,4,CCSES-CT-Universe
1317,NP.LGR200.jcl,14,CCSES-CT-Universe
1318,NP.LGR210.jcl,13,CCSES-CT-Universe
1319,NP.LGR220.APR.jcl,14,CCSES-CT-Universe
1320,NP.LGR220.AUG.jcl,14,CCSES-CT-Universe
1321,NP.LGR220.DEC.jcl,14,CCSES-CT-Universe
1322,NP.LGR220.FEB.jcl,14,CCSES-CT-Universe
1323,NP.LGR220.JAN.jcl,14,CCSES-CT-Universe
1324,NP.LGR220.jcl,14,CCSES-CT-Universe
1325,NP.LGR220.JUL.jcl,14,CCSES-CT-Universe
1326,NP.LGR220.JUN.jcl,14,CCSES-CT-Universe
1327,NP.LGR220.MAR.jcl,14,CCSES-CT-Universe
1328,NP.LGR220.MAY.jcl,14,CCSES-CT-Universe
1329,NP.LGR220.NOV.jcl,14,CCSES-CT-Universe
1330,NP.LGR220.OCT.jcl,14,CCSES-CT-Universe
1331,NP.LGR220.SEP.jcl,14,CCSES-CT-Universe
1332,NP.LGR230.jcl,11,CCSES-CT-Universe
1333,NP.LOAD.EM.TEMP.jcl,11,CCSES-CT-Universe
1334,NP.MS2071.jcl,10,CCSES-CT-Universe
1335,NP.NIGHTLY.BACKUPS.jcl,238,CCSES-CT-Universe
1336,NP.NIGHTLY.BACKUPS.NEW.jcl,237,CCSES-CT-Universe
1337,NP.NP0100.AFTER.jcl,22,CCSES-CT-Universe
1338,NP.NP0100.jcl,16,CCSES-CT-Universe
1339,NP.NP1000.jcl,14,CCSES-CT-Universe
1340,NP.NP1000.SET.TIME.jcl,13,CCSES-CT-Universe
1341,NP.NP5000.SET.TIME.jcl,13,CCSES-CT-Universe
1342,NP.OCSE.REPORTS.jcl,7,CCSES-CT-Universe
1343,NP.OCSE.SP.jcl,15,CCSES-CT-Universe
1344,NP.OCSE34.REPORTS.jcl,5,CCSES-CT-Universe
1345,NP.OUT.OF.BAL.DOC.jcl,78,CCSES-CT-Universe
1346,NP.OUT.OF.BAL.jcl,43,CCSES-CT-Universe
1347,NP.OUT.OF.BALANCE.jcl,12,CCSES-CT-Universe
1348,NP.PREAPP.CLEANUP.jcl,8,CCSES-CT-Universe
1349,NP.PRI.COL.jcl,11,CCSES-CT-Universe
1350,NP.PT.LISTS.jcl,38,CCSES-CT-Universe
1351,NP.QC.CHECK.jcl,54,CCSES-CT-Universe
1352,NP.QC.DRA.jcl,37,CCSES-CT-Universe
1353,NP.QC0150.jcl,15,CCSES-CT-Universe
1354,NP.QC0151.jcl,36,CCSES-CT-Universe
1355,NP.QC0800.71.jcl,29,CCSES-CT-Universe
1356,NP.QC0800.jcl,27,CCSES-CT-Universe
1357,NP.QC1100.jcl,9,CCSES-CT-Universe
1358,NP.QC1800.jcl,8,CCSES-CT-Universe
1359,NP.QC1900.jcl,8,CCSES-CT-Universe
1360,NP.QC2000.jcl,8,CCSES-CT-Universe
1361,NP.QC2200.jcl,10,CCSES-CT-Universe
1362,NP.QC2250.jcl,11,CCSES-CT-Universe
1363,NP.QC2251.jcl,58,CCSES-CT-Universe
1364,NP.QC2252.jcl,56,CCSES-CT-Universe
1365,NP.QC2300.jcl,17,CCSES-CT-Universe
1366,NP.QC2500.jcl,9,CCSES-CT-Universe
1367,NP.QC2600.jcl,10,CCSES-CT-Universe
1368,NP.QC2600.WEEK1-3.jcl,16,CCSES-CT-Universe
1369,NP.QC2600.WEEK2-4.jcl,16,CCSES-CT-Universe
1370,NP.QC2700.jcl,8,CCSES-CT-Universe
1371,NP.QC2700.NIGHTLY.jcl,9,CCSES-CT-Universe
1372,NP.QC2800.jcl,9,CCSES-CT-Universe
1373,NP.QC2900.jcl,10,CCSES-CT-Universe
1374,NP.QC2901.jcl,13,CCSES-CT-Universe
1375,NP.QC3100.jcl,8,CCSES-CT-Universe
1376,NP.QC3212.jcl,14,CCSES-CT-Universe
1377,NP.QC3500.jcl,9,CCSES-CT-Universe
1378,NP.QC3501.1.jcl,32,CCSES-CT-Universe
1379,NP.QC3501.2.jcl,32,CCSES-CT-Universe
1380,NP.QC3501.3.jcl,32,CCSES-CT-Universe
1381,NP.QC3501.4.jcl,32,CCSES-CT-Universe
1382,NP.QC3501.STREAM.jcl,10,CCSES-CT-Universe
1383,NP.QC3600.jcl,9,CCSES-CT-Universe
1384,NP.QC3700.jcl,9,CCSES-CT-Universe
1385,NP.QC3900.jcl,38,CCSES-CT-Universe
1386,NP.QC4000.GROUP.jcl,11,CCSES-CT-Universe
1387,NP.QC4000.jcl,28,CCSES-CT-Universe
1388,NP.QC4100.jcl,45,CCSES-CT-Universe
1389,NP.QC4200.jcl,43,CCSES-CT-Universe
1390,NP.QC4300.jcl,50,CCSES-CT-Universe
1391,NP.QC4301.jcl,40,CCSES-CT-Universe
1392,NP.QC4400.jcl,43,CCSES-CT-Universe
1393,NP.QC4500.jcl,43,CCSES-CT-Universe
1394,NP.QC4600.jcl,38,CCSES-CT-Universe
1395,NP.QC4700.jcl,10,CCSES-CT-Universe
1396,NP.QC4800.jcl,44,CCSES-CT-Universe
1397,NP.QC5000.jcl,41,CCSES-CT-Universe
1398,NP.QC5100.jcl,49,CCSES-CT-Universe
1399,NP.QC5200.jcl,40,CCSES-CT-Universe
1400,NP.QC5300.jcl,10,CCSES-CT-Universe
1401,NP.QC5400.jcl,45,CCSES-CT-Universe
1402,NP.QC5450.jcl,36,CCSES-CT-Universe
1403,NP.QC5600.jcl,66,CCSES-CT-Universe
1404,NP.QC5601.jcl,57,CCSES-CT-Universe
1405,NP.QC5610.jcl,66,CCSES-CT-Universe
1406,NP.QC5700.jcl,66,CCSES-CT-Universe
1407,NP.QC5701.jcl,57,CCSES-CT-Universe
1408,NP.QC5800.jcl,66,CCSES-CT-Universe
1409,NP.QC5801.jcl,57,CCSES-CT-Universe
1410,NP.QC5900.jcl,66,CCSES-CT-Universe
1411,NP.QC5901.jcl,57,CCSES-CT-Universe
1412,NP.QC6000.jcl,66,CCSES-CT-Universe
1413,NP.QC6001.jcl,57,CCSES-CT-Universe
1414,NP.QC6100.jcl,33,CCSES-CT-Universe
1415,NP.QC6300.jcl,62,CCSES-CT-Universe
1416,NP.QC6301.jcl,57,CCSES-CT-Universe
1417,NP.QC6302.jcl,37,CCSES-CT-Universe
1418,NP.QC6302C.jcl,37,CCSES-CT-Universe
1419,NP.QC6303.jcl,37,CCSES-CT-Universe
1420,NP.QC6303C.jcl,37,CCSES-CT-Universe
1421,NP.QC6500.jcl,60,CCSES-CT-Universe
1422,NP.QC6700.jcl,38,CCSES-CT-Universe
1423,NP.QC6800.jcl,36,CCSES-CT-Universe
1424,NP.QC7300.jcl,15,CCSES-CT-Universe
1425,NP.QUAL.CHECK.jcl,23,CCSES-CT-Universe
1426,NP.QUAL.WEEKLY.FRI.jcl,147,CCSES-CT-Universe
1427,NP.QUAL.WEEKLY.jcl,197,CCSES-CT-Universe
1428,NP.QUAL.WEEKLY.SAT.jcl,231,CCSES-CT-Universe
1429,NP.QUAL.WEEKLY.SP.jcl,8,CCSES-CT-Universe
1430,NP.RCT120.jcl,10,CCSES-CT-Universe
1431,NP.RCT210.jcl,18,CCSES-CT-Universe
1432,NP.RCT210.RERUN.jcl,16,CCSES-CT-Universe
1433,NP.RCT212.jcl,21,CCSES-CT-Universe
1434,NP.RCT212.RERUN.jcl,11,CCSES-CT-Universe
1435,NP.RCT260.1.jcl,20,CCSES-CT-Universe
1436,NP.RCT260.2.jcl,21,CCSES-CT-Universe
1437,NP.RCT260.3.jcl,21,CCSES-CT-Universe
1438,NP.RCT260.jcl,6,CCSES-CT-Universe
1439,NP.RCT260.MONTHS.jcl,12,CCSES-CT-Universe
1440,NP.RCT260.MTH1.jcl,21,CCSES-CT-Universe
1441,NP.RCT260.MTH2.jcl,21,CCSES-CT-Universe
1442,NP.RCT260.MTH3.jcl,21,CCSES-CT-Universe
1443,NP.RCT260.MTH4.jcl,21,CCSES-CT-Universe
1444,NP.RCT260.MTH5.jcl,21,CCSES-CT-Universe
1445,NP.RCT260.MTH6.jcl,21,CCSES-CT-Universe
1446,NP.RCT260.NP.jcl,21,CCSES-CT-Universe
1447,NP.RCT260.SP.jcl,8,CCSES-CT-Universe
1448,NP.RCT260.TA.jcl,20,CCSES-CT-Universe
1449,NP.RCT280.BAL.jcl,10,CCSES-CT-Universe
1450,NP.RCT280.jcl,17,CCSES-CT-Universe
1451,NP.RCT280.RERUN.jcl,16,CCSES-CT-Universe
1452,NP.RCT911.SDU.jcl,12,CCSES-CT-Universe
1453,NP.RCT911.STX.jcl,14,CCSES-CT-Universe
1454,NP.REMOVE.NULL.DP.17.jcl,11,CCSES-CT-Universe
1455,NP.RESET.AUTO.START.FLAG.jcl,14,CCSES-CT-Universe
1456,NP.RESUME.FG0030.jcl,12,CCSES-CT-Universe
1457,NP.RESUME.UT5000.jcl,12,CCSES-CT-Universe
1458,NP.RP0270.jcl,16,CCSES-CT-Universe
1459,NP.RP0280.jcl,12,CCSES-CT-Universe
1460,NP.RP0300.jcl,13,CCSES-CT-Universe
1461,NP.RP1060.jcl,37,CCSES-CT-Universe
1462,NP.RP1060.RERUN.jcl,18,CCSES-CT-Universe
1463,NP.RP1060.SP.jcl,38,CCSES-CT-Universe
1464,NP.RP1060.TEST.jcl,37,CCSES-CT-Universe
1465,NP.RP1150.jcl,9,CCSES-CT-Universe
1466,NP.RP1175.jcl,21,CCSES-CT-Universe
1467,NP.RP1175.Q1.jcl,23,CCSES-CT-Universe
1468,NP.RP1175.Q2.jcl,23,CCSES-CT-Universe
1469,NP.RP1175.Q4.jcl,23,CCSES-CT-Universe
1470,NP.RP1175.QUARTER.jcl,21,CCSES-CT-Universe
1471,NP.RP1175.RERUN.jcl,21,CCSES-CT-Universe
1472,NP.RP1175.SP.01.jcl,23,CCSES-CT-Universe
1473,NP.RP1175.SP.02.jcl,23,CCSES-CT-Universe
1474,NP.RP1175.SP.03.jcl,23,CCSES-CT-Universe
1475,NP.RP1175.SP.04.jcl,23,CCSES-CT-Universe
1476,NP.RP1175.SP.05.jcl,23,CCSES-CT-Universe
1477,NP.RP1175.SP.06.jcl,23,CCSES-CT-Universe
1478,NP.RP1175.SP.07.jcl,23,CCSES-CT-Universe
1479,NP.RP1175.SP.08.jcl,23,CCSES-CT-Universe
1480,NP.RP1175.SP.09.jcl,23,CCSES-CT-Universe
1481,NP.RP1175.SP.10.jcl,23,CCSES-CT-Universe
1482,NP.RP1175.SP.11.jcl,23,CCSES-CT-Universe
1483,NP.RP1175.SP.12.jcl,23,CCSES-CT-Universe
1484,NP.RP1175.SP.ANNUAL.jcl,23,CCSES-CT-Universe
1485,NP.RP1175.SP.jcl,23,CCSES-CT-Universe
1486,NP.RP1240.DEC.jcl,19,CCSES-CT-Universe
1487,NP.RP1240.FEB.jcl,19,CCSES-CT-Universe
1488,NP.RP1240.JAN.jcl,19,CCSES-CT-Universe
1489,NP.RP1240.jcl,20,CCSES-CT-Universe
1490,NP.RP1240.NOV.jcl,19,CCSES-CT-Universe
1491,NP.RP1240.OCT.jcl,19,CCSES-CT-Universe
1492,NP.RP1240.PC.jcl,20,CCSES-CT-Universe
1493,NP.RP1240.SP.jcl,14,CCSES-CT-Universe
1494,NP.RP1240.SP1.jcl,15,CCSES-CT-Universe
1495,NP.RP1250.2.jcl,25,CCSES-CT-Universe
1496,NP.RP1250.jcl,17,CCSES-CT-Universe
1497,NP.RP1250.PC.jcl,17,CCSES-CT-Universe
1498,NP.RP1250.SP.jcl,34,CCSES-CT-Universe
1499,NP.RP1250.SP2.jcl,36,CCSES-CT-Universe
1500,NP.RP1250.SPECIAL.jcl,39,CCSES-CT-Universe
1501,NP.RP1700.jcl,14,CCSES-CT-Universe
1502,NP.RP1900.jcl,11,CCSES-CT-Universe
1503,NP.RP2100.jcl,18,CCSES-CT-Universe
1504,NP.RP2175.FIRST.GRP.jcl,6,CCSES-CT-Universe
1505,NP.RP2175.FOURTH.GRP.jcl,6,CCSES-CT-Universe
1506,NP.RP2175.jcl,19,CCSES-CT-Universe
1507,NP.RP2175.SECOND.GRP.jcl,4,CCSES-CT-Universe
1508,NP.RP2175.THIRD.GRP.jcl,6,CCSES-CT-Universe
1509,NP.RP2501.jcl,20,CCSES-CT-Universe
1510,NP.RP2551.jcl,22,CCSES-CT-Universe
1511,NP.RP2600.jcl,8,CCSES-CT-Universe
1512,NP.RP3170.jcl,17,CCSES-CT-Universe
1513,NP.RP3170.SP.jcl,17,CCSES-CT-Universe
1514,NP.RP3175.2005.jcl,11,CCSES-CT-Universe
1515,NP.RP3175.FLAT.FILES.jcl,34,CCSES-CT-Universe
1516,NP.RP3175.jcl,11,CCSES-CT-Universe
1517,NP.RP3175.RERUN.jcl,11,CCSES-CT-Universe
1518,NP.RP3175.SP.jcl,11,CCSES-CT-Universe
1519,NP.RP3400.jcl,15,CCSES-CT-Universe
1520,NP.RP3501.STREAM.jcl,10,CCSES-CT-Universe
1521,NP.RP4100.1.jcl,10,CCSES-CT-Universe
1522,NP.RP4100.2.jcl,10,CCSES-CT-Universe
1523,NP.RP4100.3.jcl,10,CCSES-CT-Universe
1524,NP.RP4100.jcl,10,CCSES-CT-Universe
